supermarket,no_of_items,variation,total,paid,change,type,food,snack,beverage,consumables,high_end,asset,fixed_asset,date,mall,time,time_type,type_market,location,loc_category,day,day_type,24hr,day,month,year
nakumatt,3,2,971,971,0,mpesa,no,no,yes,no,no,yes,no,25/07/2017,no,22:02,night,chain,cbd,mid,Tuesday,weekday,yes,25,7,2017
nakumatt,4,2,3970,3970,0,mpesa,no,no,yes,no,yes,yes,no,4/7/2017,yes,20:18,night,chain,junction,mid,Friday,weekday,no,4,7,2017
nakumatt,1,1,49,50,1,cash,yes,no,no,no,no,no,no,30/06/2017,no,21:22,night,chain,cbd,mid,Monday,weekday,yes,30,6,2017
nakumatt,1,1,55,200,145,cash,no,no,yes,no,no,no,no,29/06/2017,no,18:56,evening,chain,cbd,mid,Sunday,weekend,yes,29,6,2017
acacia,7,3,1175,1175,0,cash,yes,no,yes,no,yes,no,no,16/07/2017,no,19:08,night,small,saika,mid,saturday,weekend,no,16,7,2017
nakumatt,2,2,516,516,0,card,yes,no,yes,no,no,no,no,17/07/2017,yes,20:58,night,chain,junction,mid,Thursday,weekday,no,17,7,2017
nakumatt,10,5,6259,6259,0,card,yes,yes,no,yes,yes,yes,no,11/7/2017,yes,19:29,night,chain,junction,mid,Friday,weekday,no,11,7,2017
zucchini,11,2,1905,1905,0,cash,yes,no,no,no,yes,no,no,3/8/2017,yes,20:37,evening,chain,junction,mid,Thursday,weekday,no,3,8,2017
nakumatt,1,1,190,1000,810,cash,no,no,yes,no,no,no,no,30/07/2017,no,21:09,night,chain,cbd,mid,Monday,weekday,yes,30,7,2017
nakumatt,2,2,960,1000,40,cash,no,no,yes,no,yes,no,no,12/6/2017,yes,18:39,evening,chain,junction,mid,Monday,weekday,no,12,6,2017
nakumatt,1,1,360,1000,640,cash,no,no,no,yes,no,no,no,28/06/2017,no,20:26,night,chain,junction,mid,Wednesday,weekday,no,28,6,2017
nakumatt,1,1,80,100,20,cash,no,yes,no,no,no,no,no,28/06/2017,no,21:26,night,chain,junction,mid,Wednesday,weekday,no,28,6,2017
nakumatt,1,1,45,50,5,cash,no,no,yes,no,no,no,no,23/6/2017,no,11:05,morning,chain,cbd,mid,Friday,weekday,yes,23,6,2017
nakumatt,1,1,25,500,475,cash,no,no,no,no,no,yes,no,19/06/2017,no,10:06,morning,chain,cbd,mid,Tuesday,weekday,no,19,6,2017
nakumatt,1,1,49,1000,951,cash,yes,no,no,no,no,no,no,19/06/2017,no,08:26,morning,chain,cbd,mid,Tuesday,weekday,no,19,6,2017
nakumatt,2,1,150,1000,850,cash,no,no,yes,no,no,no,no,23/06/2017,no,06:04,morning,chain,cbd,mid,Friday,weekday,no,23,6,2017
nakumatt,1,1,280,1000,720,cash,no,no,no,yes,no,no,no,23/06/2017,no,07:09,morning,chain,cbd,mid,Friday,weekday,no,23,6,2017
nakumatt,4,2,280,1000,720,cash,no,yes,no,no,yes,no,no,19/06/2017,no,18:25,evening,chain,cbd,mid,Tuesday,weekday,no,19,6,2017
neema,3,1,205,500,295,cash,yes,no,no,no,no,no,no,23/06/2017,no,20:49,night,small,cbd,mid,Friday,weekday,no,23,6,2017
nakumatt,1,1,545,545,0,mpesa,no,no,no,no,no,yes,no,2/8/2017,yes,20:30,night,chain,junction,mid,Wednesday,weekday,no,2,8,2017
chandarana,4,2,1714,1714,0,card,yes,no,no,no,yes,no,no,11/7/2017,yes,20:10,night,chain,adlife,high,Tuesday,weekday,no,11,7,2017
nakumatt,1,1,55,200,145,cash,no,no,yes,no,no,no,no,22/06/2017,no,01:58,afternoon,chain,cbd,mid,Thursday,weekday,no,22,6,2017
tuskys,2,1,156,200,4,cash,yes,no,no,no,no,no,no,30/06/2017,no,20:21,night,chain,cbd,mid,Friday,weekday,no,30,6,2017
ukwala,1,1,30,100,70,cash,no,yes,no,no,no,no,no,23/06/2017,no,09:37,morning,chain,cbd,mid,Friday,weekday,no,23,6,2017
nakumatt,2,3,190,500,310,cash,no,yes,yes,no,yes,no,no,23/06/2013,no,20:43,night,chain,cbd,mid,Friday,weekday,yes,23,6,2013
ukwala,1,1,60,110,50,cash,no,no,no,no,no,yes,no,22/06/2017,no,18:48,evening,chain,cbd,mid,Thursday,weekday,no,22,6,2017
ukwala,2,1,193,200,7,cash,yes,no,no,no,no,no,no,17/06/2016,no,12:07,afternoon,chain,cbd,mid,Sunday,weekend,no,17,6,2016
ukwala,1,1,26,50,24,cash,no,no,yes,no,no,no,no,17/06/2017,no,12:07,afternoon,chain,cbd,mid,Sunday,weekend,no,17,6,2017
ukwala,1,1,90,500,410,cash,yes,no,no,no,no,no,no,17/06/2017,no,11:57,morning,chain,cbd,mid,Sunday,weekend,no,17,6,2017
nakumatt,1,1,60,100,40,cash,no,no,yes,no,no,no,no,22/06/2017,no,12:59,afternoon,chain,karen,high,Thursday,weekday,no,22,6,2017
nakumatt,1,1,55,60,5,cash,no,no,yes,no,no,no,no,17/07/2017,no,11:26,morning,chain,cbd,mid,Monday,weekday,yes,17,7,2017
nakumatt,1,1,175,1000,825,cash,no,no,no,yes,no,no,no,15/06/2017,no,22:07,night,chain,cbd,mid,Sunday,weekend,yes,15,6,2017
nakumatt,1,1,75,100,25,cash,yes,no,no,no,no,no,no,16/06/2017,no,14:15,afternoon,chain,karen,high,Monday,weekday,no,16,6,2017
nakumatt,1,1,49,60,11,cash,yes,no,no,no,no,no,no,14/06/2017,no,19:19,night,chain,karen,high,saturday,weekend,no,14,6,2017
nakumatt,1,1,50,100,50,cash,no,no,no,no,no,yes,no,16/06/2017,no,16:24,evening,chain,karen,high,Friday,weekday,no,16,6,2017
nakumatt,2,1,230,230,0,cash,yes,no,no,no,no,no,no,11/6/2017,no,19:58,night,chain,karen,high,Monday,weekday,no,11,6,2017
nakumatt,2,2,1155,1205,50,cash,yes,no,no,no,no,yes,no,3/6/2017,no,09:03,morning,chain,karen,high,saturday,weekend,no,3,6,2017
eastmatt,1,1,98,98,0,card,no,no,no,no,no,yes,no,14/06/2017,no,08:56,morning,chain,cbd,mid,Thursday,weekday,no,14,6,2017
nakumatt,2,1,162,1000,838,cash,no,no,yes,no,no,no,no,17/06/2017,no,11:10,morning,chain,cbd,mid,saturday,weekend,yes,17,6,2017
nakumatt,2,2,122,1000,878,cash,no,yes,yes,no,no,no,no,13/06/2017,no,16:02,evening,chain,karen,high,Wednesday,weekday,no,13,6,2017
nakumatt,4,2,164,200,36,cash,no,yes,yes,no,no,no,no,17/06/2017,no,11:00,morning,chain,karen,high,saturday,weekend,no,17,6,2017
nakumatt,1,1,99,100,1,cash,no,no,yes,no,no,no,no,16/06/2017,no,09:36,morning,chain,karen,high,Friday,weekday,no,16,6,2017
nakumatt,1,2,160,160,0,points,no,no,no,no,yes,yes,no,31/05/2017,no,13:09,afternoon,chain,karen,high,Monday,weekday,no,31,5,2017
ukwala,2,1,50,50,0,cash,no,yes,no,no,no,no,no,16/06/2017,no,08:43,morning,chain,cbd,mid,Friday,weekday,no,16,6,2017
tuskys,3,3,395,395,0,card,no,yes,yes,no,yes,no,no,17/06/2017,no,18:23,evening,chain,cbd,mid,saturday,weekend,no,17,6,2017
tuskys,2,2,165,170,5,cash,no,no,no,yes,no,yes,no,17?06/2017,no,17:27,evening,chain,cbd,mid,saturday,weekend,no,17?06,2017,
karrymart,2,1,160,200,40,cash,no,yes,no,no,no,no,no,17/06/2017,no,10:58,morning,chain,cbd,mid,saturday,weekend,no,17,6,2017
karrymart,3,1,342,500,158,cash,yes,no,no,no,no,no,no,17/06/2017,no,16:30,evening,chain,cbd,mid,saturday,weekend,no,17,6,2017
chandarana,1,1,90,100,10,cash,yes,no,no,no,no,no,no,15/06/2017,no,15:01,afternoon,chain,karen,high,Thursday,weekend,no,15,6,2017
nakumatt,5,4,424,424,0,card,no,yes,yes,no,yes,yes,no,17/06/2017,no,17:08,evening,chain,karen,high,saturday,weekend,no,17,6,2017
nakumatt,1,1,71,500,429,cash,yes,no,no,no,no,no,no,17/06/2017,no,00:02,midnight,chain,cbd,mid,saturday,weekend,no,17,6,2017
tuskys,2,1,110,200,90,cash,no,no,yes,no,no,no,no,17/06/2017,no,18:27,evening,chain,cbd,mid,saturday,weekend,no,17,6,2017
nakumatt,1,1,895,1000,105,cash,no,no,no,no,no,yes,no,19/06/2017,no,12:42,afternoon,chain,cbd,mid,Monday,weekday,no,19,6,2017
acacia,1,1,44,50,6,cash,yes,no,no,no,no,no,no,24/06/2017,no,15:38,afternoon,small,saika,mid,saturday,weekend,no,24,6,2017
nakumatt,1,1,275,300,25,cash,yes,no,no,no,no,no,no,22/06/2017,no,07:29,morning,chain,cbd,mid,Thursday,weekday,yes,22,6,2017
nakumatt,2,2,115,115,0,mpesa,no,no,yes,yes,no,no,no,22/06/2017,no,07:25,morning,chain,cbd,mid,Thursday,weekday,yes,22,6,2017
nakumatt,1,1,90,90,0,cash,yes,no,no,no,no,no,no,22/06/2017,yes,07:26,morning,chain,junction,mid,Thursday,weekday,no,22,6,2017
nakumatt,2,2,2745,3000,255,cash,yes,no,no,no,yes,no,no,19/06/2017,no,16:39,evening,chain,cbd,mid,Monday,weekday,no,19,6,2017
nakumatt,1,1,55,55,0,cash,no,no,yes,no,no,no,no,19/06/2017,no,13:55,afternoon,chain,cbd,mid,Monday,weekday,no,19,6,2017
nakumatt,1,1,65,100,35,cash,no,no,yes,no,no,no,no,19/06/2017,no,18:42,evening,chain,cbd,mid,Monday,weekday,no,19,6,2017
nakumatt,1,1,35,200,165,cash,no,no,yes,no,no,no,no,1/6/2017,no,14:22,afternoon,chain,cbd,mid,Thursday,weekday,no,1,6,2017
nakumatt,1,1,50,500,450,cash,no,no,yes,no,no,no,no,19/06/2017,no,15:13,afternoon,chain,cbd,mid,Monday,weekday,no,19,6,2017
ukwala,1,1,21,100,79,cash,no,no,yes,no,no,no,no,24/05/2017,no,14:00,afternoon,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
karrymart,1,1,75,1000,925,cash,no,no,yes,no,no,no,no,23/06/2017,no,22:32,night,chain,cbd,mid,Friday,weekday,no,23,6,2017
karrymart,2,1,183,500,317,cash,yes,no,no,no,no,no,no,23/06/2017,no,21:28,night,chain,cbd,mid,Friday,weekday,no,23,6,2017
tuskys,3,3,430,1000,570,cash,yes,yes,no,no,yes,no,no,2/6/2017,no,14:52,afternoon,chain,cbd,mid,Friday,weekday,no,2,6,2017
eastmatt,1,1,180,200,20,cash,yes,no,no,no,no,no,no,19/06/2017,no,08:06,morning,chain,cbd,mid,Monday,weekday,no,19,6,2017
nakumatt,2,2,525,525,0,mpesa,yes,no,no,yes,no,no,no,23/06/2017,no,23:17,night,chain,cbd,mid,Friday,weekday,yes,23,6,2017
tuskys,1,1,60,60,0,cash,no,no,yes,no,no,no,no,23/07/2017,no,16:42,evening,chain,karasha,mid,Sunday,weekend,no,23,7,2017
tuskys,1,1,94,100,6,cash,yes,no,no,no,no,no,no,23/07/2017,no,18:21,evening,chain,cbd,mid,Sunday,weekend,no,23,7,2017
nakumatt,6,4,1433,2000,567,cash,yes,yes,yes,no,yes,no,no,27/06/2017,yes,10:36,morning,chain,junction,mid,Tuesday,weekday,no,27,6,2017
tuskys,1,1,36,100,64,cash,no,yes,no,no,no,no,no,10/7/2017,no,20:58,night,chain,cbd,mid,Friday,weekday,no,10,7,2017
zucchini,4,2,1226,1226,0,card,yes,no,no,no,yes,no,no,13/07/2017,yes,08:27,morning,chain,junction,mid,Thursday,weekday,no,13,7,2017
nakumatt,1,1,28,28,0,cash,no,no,yes,no,no,no,no,15/06/2017,no,12:46,afternoon,chain,karen,high,Thursday,weekday,no,15,6,2017
tumaini,2,1,290,300,10,cash,no,yes,no,no,no,no,no,27/09/2017,no,16:30,evening,chain,ongata rongai,mid,Wednesday,weekday,no,27,9,2017
tuskys,16,5,2835,3000,165,cash,yes,yes,yes,yes,yes,no,no,1/6/2017,yes,13:05,afternoon,chain,greenspan,mid,Thursday,weekday,no,1,6,2017
tuskys,1,1,760,1000,240,cash,yes,no,no,no,no,no,no,15/06/2017,no,18:57,evening,chain,cbd,mid,Thursday,weekday,no,15,6,2017
tuskys,5,3,696,1000,304,cash,yes,no,yes,yes,no,no,no,30/06/2017,no,19:39,night,chain,cbd,mid,Friday,weekday,no,30,6,2017
tuskys,21,5,12475,12475,0,card,yes,yes,yes,yes,yes,no,no,10/7/2017,no,21:36,night,chain,cbd,mid,Monday,weekday,no,10,7,2017
cleanshelf,8,2,1225,1250,25,cash,yes,no,no,no,no,yes,no,22/09/2017,no,17:02,evening,chain,ongata rongai,mid,Friday,weekday,no,22,9,2017
acacia,1,1,45,50,5,cash,no,yes,no,no,no,no,no,24/06/2017,no,18:17,evening,small,saika,mid,saturday,weekend,no,24,6,2017
tuskys,1,1,85,100,15,cash,no,yes,no,no,no,no,no,29/05/2017,no,11:36,morning,chain,cbd,mid,Monday,weekday,no,29,5,2017
tuskys,22,5,3834,4000,166,cash,yes,yes,yes,yes,yes,no,no,18/06/2017,no,10:09,morning,chain,eastlands,mid,Sunday,weekend,no,18,6,2017
nakumatt,2,2,180,200,20,cash,no,yes,yes,no,no,no,no,5/7/2017,no,19:11,night,chain,cbd,mid,Wednesday,weekday,yes,5,7,2017
nakumatt,1,1,60,100,40,cash,no,yes,no,no,no,no,no,19/06/2017,no,14:25,afternoon,chain,cbd,mid,Monday,weekday,no,19,6,2017
nakumatt,1,1,135,1000,865,cash,no,yes,no,no,no,no,no,30/05/2017,yes,18:14,evening,chain,junction,mid,Tuesday,weekday,no,30,5,2017
nakumatt,2,2,95,95,0,cash,no,yes,yes,no,no,no,no,23/05/2017,no,18:25,evening,chain,cbd,mid,Tuesday,weekday,yes,23,5,2017
ukwala,4,2,293,500,207,cash,yes,no,no,yes,no,no,no,24/05/2017,no,20:00,night,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
ukwala,1,1,58,100,42,cash,no,no,no,yes,no,no,no,24/05/2017,no,08:34,morning,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
karrymart,1,1,90,200,110,cash,no,no,no,yes,no,no,no,23/05/2017,no,07:33,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,3,250,500,250,cash,yes,yes,yes,no,no,no,no,23/05/2017,no,05:23,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,105,500,395,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:57,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,299,500,201,cash,yes,no,no,no,no,no,no,23/05/2017,no,13:23,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,20,20,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:31,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,05:33,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,30,200,170,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:23,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,56,60,4,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:10,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,115,1000,885,cash,no,no,yes,no,no,no,no,23/05/2017,no,07:18,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,80,100,20,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:10,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,48,100,52,cash,no,yes,no,no,no,no,no,23/05/2017,no,06:27,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:29,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,90,100,10,cash,no,yes,no,no,no,no,no,23/05/2017,no,05:20,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,52,500,448,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:28,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,30,50,20,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:48,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,80,200,120,cash,yes,yes,no,no,no,no,no,23/05/2017,no,07:03,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,280,300,20,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:49,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,50,25,cash,no,yes,no,no,no,no,no,23/05/2017,no,10:21,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,40,50,10,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:29,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,73,100,27,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:10,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,35,1005,970,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:45,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,65,100,35,cash,yes,no,no,no,no,no,no,23/05/2017,no,05:53,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,70,70,0,cash,no,yes,no,no,no,no,no,23/05/2017,no,08:30,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,100,75,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:33,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,100,40,cash,no,no,yes,no,no,no,no,23/05/2017,no,15:07,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,285,500,115,cash,yes,yes,no,no,no,no,no,23/05/2017,no,06:09,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,2,170,200,30,cash,no,yes,no,yes,no,no,no,23/05/2017,no,08:21,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,38,100,62,cash,no,yes,no,no,no,no,no,23/05/2017,no,07:43,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,100,100,0,cash,yes,no,no,no,no,no,no,23/05/2017,no,06:56,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,35,40,5,cash,no,yes,no,no,no,no,no,23/05/2017,no,14:38,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,500,475,cash,no,no,no,yes,no,no,no,23/05/2017,no,06:32,morning,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
chandarana,1,1,225,400,175,cash,no,no,no,yes,no,no,no,23/05/2017,yes,14:12,afternoon,chain,yaya,mid,Tuesday,weekday,no,23,5,2017
tumaini,4,4,343,500,57,cash,no,yes,yes,yes,no,yes,no,16/10/2017,no,14:13,afternoon,chain,ongata rongai,mid,Monday,weekday,no,16,10,2017
karrymart,1,1,55,100,45,cash,no,no,yes,no,no,no,no,23/05/2017,no,21:27,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,2,1,250,300,50,cash,yes,no,no,no,no,no,no,21/05/2017,no,12:00,midnight,chain,cbd,mid,Sunday,weekend,no,21,5,2017
nakumatt,2,3,1130,1130,0,mpesa,no,no,no,yes,yes,yes,no,22/08/2017,yes,18:50,evening,chain,junction,mid,Tuesday,weekday,no,22,8,2017
tuskys,1,1,92,500,408,cash,no,no,yes,no,no,no,no,24/05/2017,no,13:44,afternoon,chain,cbd,mid,Tuesday,weekday,no,24,5,2017
ukwala,7,4,434,1000,566,cash,yes,yes,yes,yes,no,no,no,25/05/2017,no,19:44,night,chain,cbd,mid,Tuesday,weekday,no,25,5,2017
nakumatt,4,4,1359,1359,0,mpesa,yes,yes,yes,no,yes,no,no,7/4/2017,no,20:16,night,chain,cbd,mid,Friday,weekday,yes,7,4,2017
chandarana,2,2,166,200,34,cash,yes,no,no,yes,no,no,no,17/05/2017,yes,14:48,afternoon,chain,adlife,high,Wednesday,weekday,no,17,5,2017
ukwala,1,1,65,100,35,cash,no,no,yes,no,no,no,no,23/05/2017,no,14:22,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
neema,8,1,1105,2000,895,cash,no,no,no,yes,no,no,no,10/6/2017,no,11:32,morning,small,kangundo road,mid,saturday,weekend,no,10,6,2017
nakumatt,1,1,20,50,30,cash,no,yes,no,no,no,no,no,15/05/2017,yes,14:30,afternoon,chain,junction,mid,Monday,weekday,no,15,5,2017
nakumatt,3,3,388,388,0,card,no,yes,no,no,yes,yes,no,29/05/2017,yes,11:30,morning,chain,prestige,high,Monday,weekday,no,29,5,2017
nakumatt,1,1,60,200,140,cash,yes,no,no,no,no,no,no,24/05/2017,yes,18:21,morning,chain,junction,mid,Wednesday,weekday,no,24,5,2017
tuskys,2,2,129,1000,871,cash,yes,no,yes,no,no,no,no,9/6/2017,no,21:58,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
tuskys,1,1,99,99,0,cash,no,no,yes,no,no,no,no,9/6/2017,no,20:10,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
eastmatt,4,3,208,250,42,cash,yes,yes,yes,no,no,no,no,9/6/2017,no,19:25,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,1,1,105,150,45,cash,no,no,no,yes,no,no,no,9/6/2017,no,17:51,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,1,1,90,100,10,cash,yes,no,no,no,no,no,no,9/6/2017,no,16:58,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017
tuskys,1,1,35,40,5,cash,no,no,yes,no,no,no,no,9/6/2017,no,20:53,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,1,1,90,100,10,cash,yes,no,no,no,no,no,no,9/6/2017,no,16:58,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,1,2,330,1000,670,cash,no,no,no,yes,yes,no,no,9/6/2017,no,19:09,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,3,2,320,500,180,cash,no,yes,yes,no,no,no,no,9/6/2017,no,13:47,afternoon,chain,cbd,mid,Friday,weekday,no,9,6,2017
tuskys,2,1,107,150,43,cash,yes,no,no,no,no,no,no,9/6/2017,no,22:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,1,1,90,200,180,cash,yes,no,no,no,no,no,no,9/6/2017,no,18:58,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,2,3,70,200,130,cash,no,yes,yes,no,yes,no,no,9/6/2017,no,14:17,afternoon,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,2,1,126,140,14,cash,yes,no,no,no,no,no,no,9/6/2017,no,19:04,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,1,1,90,200,180,cash,yes,no,no,no,no,no,no,9/6/2017,no,18:58,evening,chain,cbd,mid,Friday,weekday,no,9,6,2017
tuskys,4,3,315,315,0,cash,yes,no,no,yes,no,yes,no,9/6/2017,no,20:00,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,1,1,29,200,171,cash,no,no,no,yes,no,no,no,9/6/2017,no,14:34,afternoon,chain,cbd,mid,Friday,weekday,no,9,6,2017
ukwala,1,1,60,100,40,cash,yes,no,no,no,no,no,no,9/6/2017,no,19:23,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
tuskys,3,3,95,500,405,cash,no,yes,yes,no,no,no,no,9/6/2017,no,15:07,afternoon,chain,cbd,mid,Friday,weekday,no,9,6,2017
tuskys,2,2,113,500,387,cash,yes,yes,no,no,no,no,no,9/6/2017,no,21:28,night,chain,cbd,mid,Friday,weekday,no,9,6,2017
nakumatt,2,2,360,500,140,cash,no,yes,no,no,yes,no,no,19/1/2017,no,23:24,night,chain,cbd,mid,Thursday,weekday,yes,19,1,2017
nakumatt,3,2,273,280,7,cash,yes,yes,no,no,no,no,no,23/05/2017,yes,20:13,night,chain,junction,mid,Tuesday,weekday,no,23,5,2017
acacia,1,1,90,100,10,cash,yes,no,no,no,no,no,no,24/06/2017,no,11:00,morning,small,saika,mid,saturday,weekend,no,24,6,2017
tuskys,1,1,24,30,6,cash,no,no,yes,no,no,no,no,18/06/2017,no,17:36,evening,chain,cbd,mid,Sunday,weekend,no,18,6,2017
nakumatt,1,1,55,55,0,cash,no,no,yes,no,no,no,no,23/05/2017,no,15:39,afternoon,chain,cbd,mid,Tuesday,weekday,yes,23,5,2017
nakumatt,1,1,55,60,5,cash,no,no,yes,no,no,no,no,24/05/2017,no,21:28,night,chain,cbd,mid,Wednesday,weekday,yes,24,5,2017
chandarana,2,2,150,150,0,cash,yes,no,no,no,yes,no,no,23/05/2017,yes,14:19,afternoon,chain,adlife,high,Tuesday,weekday,no,23,5,2017
ukwala,1,1,60,100,40,cash,no,yes,no,no,no,no,no,23/05/2017,no,20:15,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
nakumatt,1,1,340,1000,660,cash,yes,no,no,no,no,no,no,30/06/2017,no,16:41,evening,chain,cbd,mid,Friday,weekday,yes,30,6,2017
tuskys,1,1,32,1000,968,cash,no,no,yes,no,no,no,no,24/05/2017,no,21:58,night,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
nakumatt,13,3,2657,3000,343,cash,yes,yes,no,no,yes,no,no,19/01/2017,yes,20:51,night,chain,junction,mid,Thursday,weekday,no,19,1,2017
naivas,17,5,2806,3000,194,cash,yes,yes,yes,yes,yes,no,no,23/05/2017,no,14:09,afternoon,chain,ruaraka,mid,Tuesday,weekday,no,23,5,2017
tuskys,2,2,220,250,30,cash,yes,no,yes,no,no,no,no,18/06/2017,no,14:54,afternoon,chain,eastlands,mid,Sunday,weekend,no,18,6,2017
nakumatt,3,2,129,150,21,cash,yes,no,no,no,no,yes,no,16/06/2017,no,04:17,morning,chain,cbd,mid,Friday,weekday,yes,16,6,2017
zucchini,3,1,777,1000,223,cash,yes,no,no,no,no,no,no,26/05/2017,yes,20:46,night,chain,karen,high,Friday,weekday,no,26,5,2017
tuskys,1,1,55,100,45,cash,no,no,yes,no,no,no,no,24/05/2017,no,13:00,afternoon,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
eastmatt,2,1,97,100,3,cash,no,no,yes,no,no,no,no,24/05/2017,no,07:06,morning,chain,cbd,mid,Wednesday,weekday,no,24,5,2017
karrymart,1,1,59,50,1,cash,no,yes,no,no,no,no,no,23/05/2017,no,20:22,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,60,200,140,cash,no,yes,no,no,no,no,no,23/05/2017,no,19:28,night,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
naivas,1,1,90,100,10,cash,yes,no,no,no,no,no,no,19/05/2017,no,15:22,afternoon,chain,umoja,mid,Friday,weekday,no,19,5,2017
nakumatt,1,1,60,100,40,cash,no,no,yes,no,no,no,no,24/05/2017,no,21:48,night,chain,cbd,mid,Wednesday,weekday,yes,24,5,2017
karrymart,2,2,140,200,60,cash,no,no,yes,yes,no,no,no,23/05/2017,no,17:42,evening,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,1,1,25,30,5,cash,no,no,yes,no,no,no,no,23/05/2017,no,15:52,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
karrymart,4,2,205,300,95,cash,yes,yes,no,no,no,no,no,23/05/2017,no,12:14,afternoon,chain,cbd,mid,Tuesday,weekday,no,23,5,2017
